label,youtube_id,time_start,time_end,split,is_cc
air drumming,gFI4lkq3rqk,9,19,train,0
air drumming,GFnOJL0fNlI,251,261,train,0
air drumming,ggJC8UgUlOo,231,241,train,0
air drumming,gHoFt2ugKyQ,0,10,train,0
air drumming,GJaGWUlmmbA,2,12,train,0
air drumming,gk-71TfAz1A,4,14,train,0
air drumming,GLkmjMQTzPA,20,30,train,0
air drumming,GOTexqYy_j8,98,108,train,0
air drumming,gqjD4uPvYBU,152,162,train,0
air drumming,gSVk6gA87zo,50,60,train,0
air drumming,guxek9riXHc,96,106,train,0
air drumming,GXb9OZTQd8o,7,17,train,0
air drumming,GxOFXOY3ARg,7,17,train,0
air drumming,GYX3JinGLho,104,114,train,0
air drumming,g_7nMPUiJJU,48,58,train,0
air drumming,H0V8qYUtPQg,17,27,train,0
air drumming,H2iX60xjqgk,9,19,train,0
air drumming,h3wUCqWk_yo,2,12,train,0
air drumming,H4FHXnrjeY4,122,132,train,0
air drumming,H4Z8AkhElr0,9,19,train,0
air drumming,h7uUb16KjEc,11,21,train,0
air drumming,h8LN3hK-M6M,8,18,train,0
air drumming,H9i9TrcDrOk,30,40,train,0
air drumming,HeScVlkFBUw,87,97,train,0
air drumming,hf1KWEy7taM,1,11,train,0
air drumming,HFCsRYHRftw,107,117,train,0
air drumming,hfNJSPcQ4S8,127,137,train,0
air drumming,higHTYuce3Q,86,96,train,0
air drumming,hKH2vFQwd9I,0,10,train,0
air drumming,HlI6mmtHUhg,48,58,train,0
air drumming,hMUghDPCnb8,25,35,train,0
air drumming,HN7CKY9OvYI,126,136,train,0
air drumming,hPhnir6ZTBk,3,13,train,0
air drumming,hPNmd1h7c00,3,13,train,0
air drumming,HqKs7fA92hU,13,23,train,0
air drumming,hQWnw4X6nEY,4,14,train,0
air drumming,HtfXiNaXJ80,2,12,train,0
air drumming,HVadbdnsUrQ,2,12,train,0
air drumming,Hy2fJg5bud0,7,17,train,0
air drumming,hyE5hGE-WW0,34,44,train,0
air drumming,hyH1hMfcIOY,25,35,train,0
air drumming,hyXpGBzVWFM,50,60,train,0
air drumming,I82z4QolUzI,7,17,train,0
air drumming,I8eL7H3-Yao,48,58,train,0
air drumming,icsyKWkthqg,181,191,train,0
air drumming,Ie46S5XRb5o,15,25,train,0
air drumming,ieCSVLxOr4U,71,81,train,0
air drumming,iELzg33W9_U,27,37,train,0
air drumming,if6Z2oPwK-8,57,67,train,0
air drumming,IF95d4usZhY,1,11,train,0
air drumming,IGHdEO1cnhI,1,11,train,0
air drumming,IH0pihMOnLk,30,40,train,0
air drumming,IIMwUp0sU3E,4,14,train,0
air drumming,IiZGMgJ25q0,0,10,train,0
air drumming,ij99zbODjx8,2,12,train,0
air drumming,iJGH8LDYyAs,224,234,train,0
air drumming,IJuGe_aD9rA,30,40,train,0
air drumming,IjzOki-hAps,83,93,train,0
air drumming,IKaDdhDK1uE,25,35,train,0
air drumming,iKDrjcwa6qY,25,35,train,0
air drumming,IlczgObD_SE,0,10,train,0
air drumming,INaphkXqRKA,4,14,train,0
air drumming,inmlyCBobgI,107,117,train,0
air drumming,iNRZh7LFvYg,0,10,train,0
air drumming,IoJU5fiTuM8,1,11,train,0
air drumming,IOZSMD9SFkY,1,11,train,0
air drumming,IRdEGxvaTVw,3,13,train,0
air drumming,IrdVTc7SPk4,1,11,train,0
air drumming,irKenfI8Vt8,3,13,train,0
air drumming,IrNB06aD6bE,19,29,train,0
air drumming,iSu3zG7HuJI,32,42,train,0
air drumming,itKtw8ZOjks,0,10,train,0
air drumming,ITRR8WcG58g,13,23,train,0
air drumming,Iu_tNcKzYFE,80,90,train,0
air drumming,IVd7scuEK4A,17,27,train,0
air drumming,IX4p4HBAqhk,131,141,train,0
air drumming,Iy7Fqb_IE10,133,143,train,0
air drumming,iyM_30KH7F8,37,47,train,0
air drumming,j0i2rCRxRYU,33,43,train,0
air drumming,J0yG-TdSnEM,1067,1077,train,0
air drumming,J3LEb8k9gkY,0,10,train,0
air drumming,jB7KptbGPp0,0,10,train,0
air drumming,jbHpi4B138g,19,29,train,0
air drumming,jbj-kPYXwrg,5,15,train,0
air drumming,jbPqH2OFdjc,0,10,train,0
air drumming,JcMnwOnl4kM,5,15,train,0
air drumming,jcQ6ZwnO_Ho,96,106,train,0
air drumming,jD408xUqi7s,19,29,train,0
air drumming,jDqnn7shsEw,19,29,train,0
air drumming,JeAsICQC1HE,65,75,train,0
air drumming,jjCP0OlpDgM,22,32,train,0
air drumming,jkeBbn_4d1c,63,73,train,0
air drumming,JKT1Rm_i4w0,4,14,train,0
air drumming,jMB03MpevKE,44,54,train,0
air drumming,jNp__OO5Vl8,29,39,train,0
air drumming,jP_legbD_0o,3,13,train,0
air drumming,jRqQrwLzUgo,94,104,train,0
air drumming,JSecEBjkUdY,151,161,train,0
air drumming,Jso-qDiA_So,20,30,train,0
air drumming,JufW6wqyYeQ,39,49,train,0
air drumming,JvdXzpMcvtA,2,12,train,0
air drumming,JvqAqpzobFg,8,18,train,0
air drumming,JWCZs_wnNTU,31,41,train,0
air drumming,jwGlBbFzEjY,11,21,train,0
air drumming,jXUeajJZ6MI,98,108,train,0
air drumming,J_e9WtDoe4I,27,37,train,0
air drumming,k08Mdawg2Ek,36,46,train,0
air drumming,K2wDFpKyoFQ,12,22,train,0
air drumming,k5oNwKIqMPY,0,10,train,0
air drumming,KBwY54sFsJc,45,55,train,0
air drumming,KC0SPhSS2ts,107,117,train,0
air drumming,kc3EP_6dX1s,0,10,train,0
air drumming,kC7TNwyEVIg,10,20,train,0
air drumming,KCBi3fTBL6k,35,45,train,0
air drumming,KD8hEsEyX14,17,27,train,0
air drumming,kFiFMUrKzHo,234,244,train,0
air drumming,kg8IrC4xhTw,26,36,train,0
air drumming,kgA3AOUmSik,35,45,train,0
air drumming,kGizo8a4F3k,67,77,train,0
air drumming,KlBqipdhu6U,5,15,train,0
air drumming,KLgTsDIabLM,18,28,train,0
air drumming,KmhmP0xXj9o,232,242,train,0
air drumming,koBjjSZizgY,2,12,train,0
air drumming,KPRvgWrmuT8,22,32,train,0
air drumming,ksiSIIdglac,1,11,train,0
air drumming,kt_B-Ujgugg,215,225,train,0
air drumming,kUcYqyxegwE,1,11,train,0
air drumming,Kw7Jh7Qbr4o,3,13,train,0
air drumming,kWfEHA41gY0,0,10,train,0
air drumming,KWZJMByXJtk,82,92,train,0
air drumming,kw_16jApndc,5,15,train,0
air drumming,kXSFpjLYFNU,59,69,train,0
air drumming,KZCq62G81Nw,150,160,train,0
air drumming,KZPsWIJU_IY,37,47,train,0
air drumming,k_jE32ceRBI,62,72,train,0
air drumming,l-0R-lW84Hw,4,14,train,0
air drumming,l-W0altbZ3o,17,27,train,0
air drumming,L09U-hLmQj4,32,42,train,0
air drumming,l0WtJXj4jAc,5,15,train,0
air drumming,L2Z_gqdyiM0,243,253,train,0
air drumming,l4-hl9T7vek,8,18,train,0
air drumming,L68Xm4BLr4o,49,59,train,0
air drumming,l8TzPW8klGQ,62,72,train,0
air drumming,laYODb8k6as,112,122,train,0
air drumming,LCZBEMXs900,0,10,train,0
air drumming,LEDxPYiXZQs,21,31,train,0
air drumming,let1eF-iF54,4,14,train,0
air drumming,Leym4mv4nTE,9,19,train,0
air drumming,lfA1FOTLQP0,59,69,train,0
air drumming,LHAP1OlPqc8,1,11,train,0
air drumming,LhjIt9L6Dx4,35,45,train,0
air drumming,ljSveQ5Btv8,1,11,train,0
air drumming,Lkst0eNWRBo,2,12,train,0
air drumming,LNKaW6f4c_4,19,29,train,0
air drumming,Lsjg_uWWNXc,78,88,train,0
air drumming,lsm-rHA-oM8,24,34,train,0
air drumming,LSXbDDu9Lto,0,10,train,0
air drumming,lUOPv6dk1_o,27,37,train,0
air drumming,LV_f4-PDE0Y,9,19,train,0
air drumming,lw-yl2VNYq8,3,13,train,0
air drumming,LW57fbqDBw4,54,64,train,0
air drumming,lzeiclGWVJM,157,167,train,0
air drumming,m3oYZCvGs0w,88,98,train,0
air drumming,m3TNt1pp27E,2,12,train,0
air drumming,m7Gn2VhYw4g,73,83,train,0
air drumming,m7ZoEb99Pbg,176,186,train,0
air drumming,MbRm4YnTR04,37,47,train,0
air drumming,McyrS1bqPhs,17,27,train,0
air drumming,meEjyOGWAP4,88,98,train,0
air drumming,Mg7EpC-HZ5E,96,106,train,0
air drumming,MhXsIIVeVjI,64,74,train,0
air drumming,MjvfDhB0XK0,71,81,train,1
air drumming,MM3j9NyUrjg,1,11,train,0
air drumming,mNxeq9MEAxA,2,12,train,0
air drumming,MQNE0K824PU,135,145,train,0
air drumming,MTEX7ImU8y4,0,10,train,0
air drumming,mtfhgIAhsAY,28,38,train,0
air drumming,MtOMvhaDwcI,1,11,train,0
air drumming,mU-cPIPZGKY,1,11,train,0
air drumming,mu4LeDm0vOc,1,11,train,0
air drumming,mVb6AN1Tnaw,4,14,train,0
air drumming,MvUJ5n7C1w4,20,30,train,0
air drumming,mYNoPNI9h4k,17,27,train,0
air drumming,mZc3dQROHas,1,11,train,0
air drumming,m_Fe3VFzGrg,37,47,train,0
air drumming,N0_T9KwKBAs,30,40,train,0
air drumming,N1vFjawRO1o,74,84,train,0
air drumming,N47ftvvdvEE,16,26,train,0
air drumming,N74iSDIKl7M,96,106,train,0
air drumming,N7CmY7b_xrY,0,10,train,0
air drumming,n8zG2yDTteU,10,20,train,0
air drumming,NAeqtHLj8_g,2,12,train,0
air drumming,ncpJ9PSitQM,174,184,train,0
air drumming,ND42HdMI0UQ,2,12,train,0
air drumming,nDqU-F2MAgs,28,38,train,0
air drumming,ndZ8xb88Kl4,148,158,train,0
air drumming,nEUB8BMtRVQ,72,82,train,0
air drumming,NeYWe2lsOfU,85,95,train,0
air drumming,Nfcdl71B434,47,57,train,0
air drumming,NhbgrgSFnLs,12,22,train,0
air drumming,Niz35RyiNAQ,217,227,train,0
air drumming,nJ3v1edwv2w,12,22,train,0
air drumming,nk1ilLx3z1E,22,32,train,0
air drumming,Nl39TLpY7EI,2,12,train,0
air drumming,nMYnHJFXj7s,0,10,train,0
air drumming,NNY6_re28vM,92,102,train,0
air drumming,NOf42yv9obc,12,22,train,0
air drumming,NoGfPOHKKEI,5,15,train,0
air drumming,NoPpkUNf0pE,2,12,train,0
air drumming,nor17hLI3k0,30,40,train,0
air drumming,NQDcBPVrIEQ,79,89,train,0
air drumming,nQPz3V8noXs,0,10,train,0
air drumming,nQZuwDzbPk8,9,19,train,0
air drumming,nRbMYiKcK1k,0,10,train,0
air drumming,nRQ7gNyDSPA,5,15,train,0
air drumming,NtNHGLHR8n4,75,85,train,0
air drumming,NU6rLgL2228,338,348,train,0
air drumming,NuvoOXo-3eE,18,28,train,0
air drumming,nVRNBxcpfUA,14,24,train,0
air drumming,NxT7YOBs1gE,195,205,train,0
air drumming,NxywqUTAzR0,3,13,train,0
air drumming,nx_LPNJNkgo,1,11,train,0
air drumming,nZh2A07DVrI,8,18,train,0
air drumming,N_ql0ITZPE4,1,11,train,0
air drumming,n_T8CfJiujI,106,116,train,0
air drumming,o0fedZQ3--c,65,75,train,0
air drumming,O3pfcAYwvzA,39,49,train,0
air drumming,O5ilnx3PrcI,2,12,train,0
air drumming,O5mwS9Ry05Y,9,19,train,0
air drumming,o5nWOmRmrKY,9,19,train,0
air drumming,O8dEY8sZwTw,3,13,train,0
air drumming,O9GXaO1H7zc,12,22,train,0
air drumming,oAwAvQ7IKvg,0,10,train,0
air drumming,Ob-VYqPMlxM,11,21,train,0
air drumming,oB5Y--JvpTc,49,59,train,0
air drumming,oCFTH3-1KIM,3,13,train,0
air drumming,oCjzSShmLGU,1,11,train,0
air drumming,ocKTg61XRpk,67,77,train,0
air drumming,oENAyjdJEHA,8,18,train,0
air drumming,OeZlz5ZaNhE,36,46,train,0
air drumming,ogfeCsFD1lc,158,168,train,0
air drumming,OHm2RSdFddk,66,76,train,0
air drumming,ohRhK3w4w1A,10,20,train,0
air drumming,OIBC2fHVLp8,7,17,train,0
air drumming,ojHgiS1B4II,31,41,train,0
air drumming,olYQN06d7Bg,0,10,train,0
air drumming,OMZ4hy3wGGc,33,43,train,0
air drumming,oNIekIwuVmk,65,75,train,0
air drumming,oq34dikQJVs,77,87,train,0
air drumming,OsZ-e_B92gs,59,69,train,0
air drumming,oT39MOrx-GA,16,26,train,0
air drumming,ovNyPtulqE4,3,13,train,0
air drumming,ovRAApMGpoQ,2,12,train,0
air drumming,OWTgf4zG-Ac,39,49,train,0
air drumming,OYW_yUSKMvE,17,27,train,0
air drumming,p-Ez2ku6Pes,41,51,train,0
air drumming,p-K4buHJZfc,144,154,train,0
air drumming,p-sC-ZbBLCg,92,102,train,0
air drumming,p0j0jeMcEOU,102,112,train,0
air drumming,P0nzldALn8w,31,41,train,0
air drumming,p41qi5lnz3w,44,54,train,0
air drumming,p7gjUjD_OoY,161,171,train,0
air drumming,p9vjNHT_0pg,50,60,train,0
air drumming,pBbNo6xp81I,6,16,train,0
air drumming,PdaXFtxTXjY,19,29,train,0
air drumming,pFGYL4KZM8g,3,13,train,0
air drumming,pfyGxQVWhWE,25,35,train,0
air drumming,pgGxNX88Emg,0,10,train,0
air drumming,pGhP9--dS20,103,113,train,0
air drumming,pgRDs6b8P5U,176,186,train,0
air drumming,PJrMMHgixVU,52,62,train,0
air drumming,pPcU1vYF0Uw,72,82,train,0
air drumming,PPSfyqt4bPs,5,15,train,0
air drumming,PPswkVdBJCs,3,13,train,0
air drumming,pRHKVvC6MQ8,72,82,train,0
air drumming,pT2byS0qiZM,1,11,train,0
air drumming,pt_jrZeeAj8,148,158,train,0
air drumming,pVJ6r3L-9kI,85,95,train,0
air drumming,PWZ2tB22i2E,45,55,train,0
air drumming,Pxq-k7yduB4,44,54,train,0
air drumming,pxxQ_z75bHM,201,211,train,0
air drumming,pYFyc6zvhbk,40,50,train,0
air drumming,PYHf3o2Zogc,182,192,train,0
air drumming,P_ixyWoLfi0,14,24,train,0
air drumming,q26wXtn0K_I,2,12,train,0
air drumming,Q2wjsSRUG8s,0,10,train,0
air drumming,q71g0BRsP58,2,12,train,0
air drumming,q7Jt5gR-Ck0,62,72,train,0
air drumming,Q9eEaOH6dlo,7,17,train,0
air drumming,QaIjXm0-vTw,15,25,train,0
air drumming,qbHnx-dMfzo,1,11,train,0
air drumming,Qc0Pn-6OEBQ,68,78,train,0
air drumming,qCoLcCVEND8,4,14,train,0
air drumming,qday5L2gsHE,2,12,train,0
air drumming,QDcdv0lxh8U,32,42,train,0
air drumming,qDZGoHC3Rlo,3,13,train,0
air drumming,qe3rX0zNDOY,321,331,train,0
air drumming,qF1dEUpUbNA,65,75,train,0
air drumming,qfoCtJg9CAY,2,12,train,0
air drumming,Qi-hHY15nl0,1,11,train,0
air drumming,qItKb-B-TYQ,4,14,train,0
air drumming,qjtuJuI8Uv4,0,10,train,0
air drumming,qKjyjh5RJmE,20,30,train,0
air drumming,Qk_oGw9NKno,1,11,train,0
air drumming,QLOxkPoNCj8,27,37,train,0
air drumming,QLq-TKI2Xkw,1,11,train,0
air drumming,qLWlygV4EmM,4,14,train,0
air drumming,Qn4cmuLHwj8,2,12,train,0
air drumming,QOJgPg63Pvg,6,16,train,0
air drumming,qoo5wT9-xAE,6,16,train,0
air drumming,qqeovsEeSEo,5,15,train,0
air drumming,QrnYKQ1SaEY,231,241,train,0
air drumming,QRt9jHC35OE,54,64,train,0
air drumming,QSXGHkIkgac,29,39,train,0
air drumming,QTS1UpRDmP8,6,16,train,0
air drumming,Qu08ZLHPEFY,3,13,train,0
air drumming,qU7BcXtmY14,44,54,train,0
air drumming,qv3wq3R2nsE,70,80,train,0
air drumming,qVJIhGNswpg,3,13,train,0
air drumming,qvJP1H_rRQY,32,42,train,0
air drumming,qvqrHP4Nc1o,54,64,train,0
air drumming,qWks62YZgXk,9,19,train,0
air drumming,QwSRYmTozaM,35,45,train,0
air drumming,qxPTaxvJfN8,33,43,train,0
air drumming,QYcZQP4IKXA,2,12,train,0
air drumming,QZkZ-rM8dv4,3,13,train,0
air drumming,QzShK6CcCNI,62,72,train,0
air drumming,r1tnMJrJk7E,0,10,train,0
air drumming,r43AJXLXqjI,3,13,train,0
air drumming,rACUhF43_qk,19,29,train,0
air drumming,RArgL-1wWIE,30,40,train,0
air drumming,RB7raJ-9MM0,32,42,train,0
air drumming,RCdmN6HZHGw,1,11,train,0
air drumming,rE-gJmfjh4Y,30,40,train,0
air drumming,rfdlwL5_PdE,4,14,train,0
air drumming,rG2ea-CT-4k,60,70,train,0
air drumming,rjCYeTVmzms,6,16,train,0
air drumming,rjfxunCrhMk,16,26,train,0
air drumming,RJNxhAF0t4k,7,17,train,0
air drumming,RJs_bhyxHiI,226,236,train,0
air drumming,rJzHt-WU1cs,4,14,train,0
air drumming,RlZDyC2vc3E,8,18,train,0
air drumming,RmxMP842fdc,25,35,train,0
air drumming,rOxGtBTjINQ,16,26,train,0
air drumming,rpdyASBOCL0,3,13,train,0
air drumming,rrE4MvSQS9E,17,27,train,0
air drumming,RSay8GPge-I,1,11,train,0
air drumming,RsWfzOWo7ts,12,22,train,0
air drumming,RTwMtp9y2Bk,75,85,train,0
air drumming,RWAWnC4p6_Q,31,41,train,0
air drumming,RYk6vsMr05w,24,34,train,0
air drumming,s2544RSPpBQ,25,35,train,0
air drumming,S5-J6JcTODs,255,265,train,0
air drumming,S5QoWWMK9Fg,2,12,train,0
air drumming,s7Bma9IcVYo,67,77,train,0
air drumming,SEO2SQcpXlw,13,23,train,0
air drumming,sEvk8rlRyBE,146,156,train,0
air drumming,SFQeaSfAinU,5,15,train,0
air drumming,SgDRIWOftFQ,121,131,train,0
air drumming,SHdN12O5v1k,0,10,train,0
air drumming,sICsHY4bhVw,1,11,train,0
air drumming,sJ7o64kCofo,29,39,train,0
air drumming,sj8nsRq-HVw,339,349,train,0
air drumming,SJaWXZYOHwk,40,50,train,0
air drumming,sJFLvijNdsg,0,10,train,0
air drumming,SjQuSpU-Jqo,5,15,train,0
air drumming,sJtf3VwEth8,72,82,train,0
air drumming,Sl-T_RtKkOw,189,199,train,0
air drumming,SlFRkpk1x8A,16,26,train,0
air drumming,Sm57z8fht4o,9,19,train,0
air drumming,smG7C2reUUc,0,10,train,0
air drumming,SmSuuej7Org,4,14,train,0
air drumming,SnW95fPdsFM,97,107,train,0
air drumming,SO1Lsl1lBUg,3,13,train,0
air drumming,SoumgDCcuSU,10,20,train,0
air drumming,Sq82XPPFqnM,220,230,train,0
air drumming,sT9NGEw3-8k,56,66,train,0
air drumming,StHeux9gEXg,25,35,train,0
air drumming,sTRS38FB7EY,0,10,train,0
air drumming,SVhXg_JiAwI,18,28,train,0
air drumming,SwNLns78S-o,226,236,train,0
air drumming,Sxx7GytdwMg,30,40,train,0
air drumming,SyOMl7VfaLw,0,10,train,0
air drumming,sZc5B6OfEhQ,2,12,train,0
air drumming,sZpViy82Npw,190,200,train,0
air drumming,T-GTpW9S0QQ,1,11,train,0
air drumming,T-w8yrJ2MU4,1,11,train,0
air drumming,t167MH_b_9o,0,10,train,0
air drumming,t200h1rgSG0,19,29,train,0
air drumming,T2kcFu8_MnU,0,10,train,0
air drumming,t42tRaMoscc,23,33,train,0
air drumming,t4o04xVSGBM,21,31,train,0
air drumming,t5oCdXyOtU8,14,24,train,0
air drumming,T5qq2yWyeZ8,3,13,train,0
air drumming,t6zu-xgNbxs,107,117,train,0
air drumming,T72T0qlf0Tc,3,13,train,0
air drumming,t7N_9FJrAbE,15,25,train,0
air drumming,t8H7rDVhJgw,3,13,train,0
air drumming,t9SdhbZq6ok,13,23,train,0
air drumming,TBbyWBQ_fIU,37,47,train,0
air drumming,tdpHu69TU5w,4,14,train,0
air drumming,tgBhEqp9IEw,28,38,train,0
air drumming,TGh4oEEd_BE,3,13,train,0
air drumming,tGQxny2_ohw,159,169,train,0
air drumming,thdsYRMtA5c,4,14,train,0
air drumming,tIwFUeGq2s4,0,10,train,0
air drumming,tIXejmTfwRc,13,23,train,0
air drumming,tLrsRF5J3b4,4,14,train,0
air drumming,TMhk3esT0Hs,35,45,train,0
air drumming,TnzXRurzEq8,103,113,train,0
air drumming,TOsFADLczpI,8,18,train,0
air drumming,tpWp3nJFYXM,10,20,train,0
air drumming,tQMmGBsdRKw,193,203,train,0
air drumming,tRXYO9Ki_YI,33,43,train,0
air drumming,Tsv1WYs09bc,3,13,train,0
air drumming,twljhUwNVxU,12,22,train,0
air drumming,TZ1EhDqoP7g,12,22,train,0
air drumming,TZ3cNWVI4HM,0,10,train,0
air drumming,T_HL5r3IZXc,17,27,train,0
air drumming,u-nRitozDOE,1,11,train,0
air drumming,U1gkK-d9TMY,0,10,train,0
air drumming,U2lN3eOHR3k,10,20,train,0
air drumming,u4w2u2j-Zfg,327,337,train,0
air drumming,u5N9Q-n2ro0,418,428,train,0
air drumming,U6L8cDtnp-s,19,29,train,0
air drumming,U9MGWDCW7Kk,0,10,train,0
air drumming,uACLn5Qk3Uw,15,25,train,0
air drumming,uBO8nxp-ZcQ,106,116,train,0
air drumming,uesknWXUmAs,4,14,train,0
air drumming,uev-XPaVxfY,11,21,train,0
air drumming,uexP1UafW-w,226,236,train,0
air drumming,ufGDpk_V0B0,2,12,train,0
air drumming,ufMgPpktpEo,108,118,train,0
air drumming,UFo8-R6hqXQ,1,11,train,0
air drumming,UgCagXscwMQ,2,12,train,0
air drumming,uGrigiQbu2c,2,12,train,0
air drumming,UHD-eXFtxCE,10,20,train,0
air drumming,uhFktMX4JwU,30,40,train,0
air drumming,UHUy13LJjNQ,40,50,train,0
air drumming,uI-I_WbrRxg,10,20,train,0
air drumming,UImlwfIfDyo,103,113,train,0
air drumming,ujlR25eGRq8,9,19,train,0
air drumming,uJzEIZMuU3I,10,20,train,0
air drumming,uKJ2kO43Px4,24,34,train,0
air drumming,ULB0gjYcEv8,2,12,train,0
air drumming,UmEeFFmEQ8Y,2,12,train,0
air drumming,uOS0iyCQxdo,62,72,train,0
air drumming,UptICk4NDdk,130,140,train,0
air drumming,uQkEBnS9mFE,50,60,train,0
air drumming,UQUc3pak-F4,0,10,train,0
air drumming,uqZAEmHvGO4,11,21,train,0
air drumming,URnjdcPdH0I,16,26,train,0
air drumming,UT4JPsEt_1I,0,10,train,0
air drumming,uToqXSWd4o4,1,11,train,0
air drumming,uuZVcIpflcA,116,126,train,0
air drumming,uW4k_akCCys,20,30,train,0
air drumming,UXLWjb9_FtM,6,16,train,0
air drumming,Uy2_xI0T2Tw,74,84,train,0
air drumming,UYCZZ9FU_Lo,0,10,train,0
air drumming,uYizNhED4pE,0,10,train,0
air drumming,UYUqgTaMl_o,42,52,train,0
air drumming,U_RzuvIvDVM,69,79,train,0
air drumming,v-z6ERnQifA,11,21,train,0
air drumming,v0P1SpwOD5o,0,10,train,0
air drumming,v0vDtmz-r2o,21,31,train,0
air drumming,v3Gou15E7mM,19,29,train,0
air drumming,V9WuHEYjqJc,1,11,train,0
air drumming,VA9_S-HlRuM,57,67,train,0
air drumming,vAay-r4fBVg,2,12,train,0
air drumming,VATMlkrB5oE,7,17,train,0
air drumming,VBsIUVLBU84,2,12,train,0
air drumming,vcBlvxPYqyA,11,21,train,0
air drumming,VCXW7FIf5rQ,20,30,train,0
air drumming,vdSTs2BLrYU,17,27,train,0
air drumming,Ve0L5czEZHU,1,11,train,0
air drumming,VEkVdg7FO_Y,132,142,train,0
air drumming,vFxGB072s8k,63,73,train,0
air drumming,VimG_hueH58,131,141,train,0
air drumming,vKBFH7opCcw,3,13,train,0
air drumming,vkIYQBmNKUo,68,78,train,0
air drumming,VKvj3Wz3E5E,15,25,train,0
air drumming,vLfIcSXB02c,3,13,train,0
air drumming,VLUK4eIAQ44,0,10,train,0
air drumming,VnvI3TAO36Q,0,10,train,0
air drumming,VNyXoMFYahA,29,39,train,0
air drumming,vO-juttud_c,25,35,train,0
air drumming,VonbawCUbfA,175,185,train,0
air drumming,VppE33lmjhU,39,49,train,0
air drumming,VPt6NghIUd0,26,36,train,0
air drumming,vqQeX0IrzSE,2,12,train,0
air drumming,vRaKoofwO-g,2,12,train,0
air drumming,vv1ZcGNF7PQ,14,24,train,0
air drumming,VXHuIjC5tvY,30,40,train,0
air drumming,VYEIQNaHlQo,296,306,train,0
air drumming,vZ3K_9BJTK8,2,12,train,0
air drumming,v_5gvaUWKFw,2,12,train,0
air drumming,v_K2saPCK2Y,61,71,train,0
air drumming,w0hJHJnQfLY,10,20,train,0
air drumming,w2G117qxyvs,0,10,train,0
air drumming,W3S02Pfu11A,76,86,train,0
air drumming,W5_G-Tg6ZFQ,4,14,train,0
air drumming,Wb8DeziUiHI,4,14,train,0
air drumming,wc6e_Pmt46Q,73,83,train,0
air drumming,WERpJPGVpwk,25,35,train,0
air drumming,wey19DVUP0A,183,193,train,0
air drumming,wfacC32CdTU,0,10,train,0
air drumming,WfIAFJMMJhw,0,10,train,0
air drumming,wfRm9DmvNQY,20,30,train,0
air drumming,wGPbnVykzYQ,17,27,train,0
air drumming,wGZN_FRZGGQ,42,52,train,0
air drumming,WpS9LFVnoyg,2,12,train,0
air drumming,wp_5WECsT1Y,32,42,train,0
air drumming,WQ-lpTA49gk,3,13,train,0
air drumming,wRaacvxMoc8,14,24,train,0
air drumming,wRdzm2wRUA0,0,10,train,0
air drumming,WSj2jZiun2A,19,29,train,0
air drumming,WTK2JqiagGM,1,11,train,0
air drumming,wVbJBFCLoZs,21,31,train,0
air drumming,WWkpigAu2Nc,12,22,train,0
air drumming,wwq8AmbGe9U,0,10,train,0
air drumming,WWrVRzTsVsg,18,28,train,0
air drumming,wxtLKS74xEA,14,24,train,0
air drumming,X0qMbkbeImg,32,42,train,0
air drumming,x2sRUmAtGV0,174,184,train,0
air drumming,x32GGN8H3lw,19,29,train,0
air drumming,X3in3tZ-nCU,30,40,train,0
air drumming,x4P2IhArvaE,2,12,train,0
air drumming,x4PFgAHDn8E,11,21,train,0
air drumming,X50XtZb0WwU,0,10,train,0
air drumming,X60nmQngzkE,7,17,train,0
air drumming,X7FiaXkT6_Q,16,26,train,0
air drumming,X8bwFX5tVIs,95,105,train,0
air drumming,x9CH0tq13vs,4,14,train,0
air drumming,xAOBGhEWHTo,25,35,train,0
air drumming,XCZ2kFpaU1o,87,97,train,0
air drumming,XDOpohut7_E,0,10,train,0
air drumming,xElQr0oUX8s,34,44,train,0
air drumming,XeP76rYWurs,2,12,train,0
air drumming,XF_HDUg8ObA,15,25,train,0
air drumming,xgAXB1UQdCg,4,14,train,0
air drumming,xIZrZwF953A,2,12,train,0
air drumming,XJjjzevjfiE,36,46,train,0
air drumming,xjxixNPgoEs,4,14,train,0
air drumming,XKVZ1QoIO1I,8,18,train,0
air drumming,XOoQGkU9fp8,0,10,train,0
air drumming,XprPY7ZKNj4,61,71,train,0
air drumming,XPWrD8mewsk,5,15,train,0
air drumming,XRkdyJoNCxw,10,20,train,0
air drumming,XRnk5dCcCm8,2,12,train,0
air drumming,xRrhgdFzSGI,41,51,train,0
air drumming,xuhYPMJlzwY,0,10,train,0
air drumming,xUlCZpHSwFI,10,20,train,0
air drumming,XwqL8ABf1Sw,6,16,train,0
air drumming,xY-b16LZKBY,14,24,train,0
air drumming,xyJqD-u4d_s,35,45,train,0
air drumming,XZy7rX6yTmk,25,35,train,0
air drumming,Y-9l442V6YA,9,19,train,0
air drumming,Y1qLUQS0nDk,94,104,train,0
air drumming,y3DdmP1-nuk,3,13,train,0
air drumming,y3tc_T-gL4c,42,52,train,0
air drumming,Y4w7C-XgmD8,13,23,train,0
air drumming,Y5ZPORPGDqE,58,68,train,0
air drumming,y636WyGFHQI,5,15,train,0
air drumming,Y7EqOV6BXdI,107,117,train,0
air drumming,Y7rWqp9N3Ag,3,13,train,0
air drumming,Y7Zorx1cbQU,23,33,train,0
